PRECIO,AÑO,MES,Entidad_nume
22.09,2022,11,9.0
21.65,2022,12,9.0
22.01,2023,1,9.0
22.07,2023,2,9.0
22.29,2023,3,9.0
22.45,2023,4,9.0
22.45,2023,5,9.0
22.4,2023,6,9.0
22.56,2023,7,9.0
22.92,2023,8,9.0
23.01,2023,9,9.0
23.05,2023,10,9.0
22.89,2023,11,9.0
22.61,2023,12,9.0
22.66,2024,1,9.0
23.23,2024,2,9.0
23.19,2024,3,9.0
23.47,2024,4,9.0
23.64,2024,5,9.0
23.71,2024,6,9.0
24.17,2024,7,9.0
24.41,2024,8,9.0
24.38,2024,9,9.0
24.47,2024,10,9.0
24.89,2024,11,9.0
25.06,2024,12,9.0
25.34,2025,1,9.0
25.0,2025,2,9.0
24.02,2025,3,9.0
23.95,2025,4,9.0
16.1,2017,1,10.0
16.06,2017,2,10.0
16.0,2017,3,10.0
16.03,2017,4,10.0
15.93,2017,5,10.0
15.83,2017,6,10.0
15.75,2017,7,10.0
15.82,2017,8,10.0
16.05,2017,9,10.0
16.17,2017,10,10.0
16.26,2017,11,10.0
16.39,2017,12,10.0
17.03,2018,1,10.0
17.73,2018,2,10.0
17.98,2018,3,10.0
18.07,2018,4,10.0
18.21,2018,5,10.0
18.42,2018,6,10.0
18.83,2018,7,10.0
19.43,2018,8,10.0
19.7,2018,9,10.0
19.93,2018,10,10.0
19.96,2018,11,10.0
19.68,2018,12,10.0
19.72,2019,1,10.0
20.18,2019,2,10.0
20.54,2019,3,10.0
20.26,2019,4,10.0
20.12,2019,5,10.0
20.0,2019,6,10.0
20.11,2019,7,10.0
20.05,2019,8,10.0
20.13,2019,9,10.0
20.12,2019,10,10.0
20.16,2019,11,10.0
20.21,2019,12,10.0
20.28,2020,1,10.0
20.19,2020,2,10.0
18.38,2020,3,10.0
15.43,2020,4,10.0
16.49,2020,5,10.0
17.92,2020,6,10.0
19.0,2020,7,10.0
19.03,2020,8,10.0
18.87,2020,9,10.0
18.6,2020,10,10.0
17.92,2020,11,10.0
18.11,2020,12,10.0
19.18,2021,1,10.0
20.07,2021,2,10.0
20.37,2021,3,10.0
20.39,2021,4,10.0
20.41,2021,5,10.0
20.47,2021,6,10.0
20.42,2021,7,10.0
20.28,2021,8,10.0
20.16,2021,9,10.0
20.06,2021,10,10.0
19.99,2021,11,10.0
20.2,2021,12,10.0
20.59,2022,1,10.0
20.78,2022,2,10.0
21.23,2022,3,10.0
21.44,2022,4,10.0
21.67,2022,5,10.0
21.85,2022,6,10.0
21.94,2022,7,10.0
21.98,2022,8,10.0
21.91,2022,9,10.0
22.03,2022,10,10.0
22.0,2022,11,10.0
21.69,2022,12,10.0
22.0,2023,1,10.0
22.04,2023,2,10.0
22.04,2023,3,10.0
22.11,2023,4,10.0
21.92,2023,5,10.0
21.88,2023,6,10.0
21.99,2023,7,10.0
22.23,2023,8,10.0
22.21,2023,9,10.0
22.23,2023,10,10.0
22.23,2023,11,10.0
22.33,2023,12,10.0
22.55,2024,1,10.0
23.06,2024,2,10.0
23.21,2024,3,10.0
23.38,2024,4,10.0
23.47,2024,5,10.0
23.59,2024,6,10.0
24.03,2024,7,10.0
24.32,2024,8,10.0
24.27,2024,9,10.0
24.26,2024,10,10.0
24.39,2024,11,10.0
24.42,2024,12,10.0
24.7,2025,1,10.0
24.69,2025,2,10.0
24.05,2025,3,10.0
23.86,2025,4,10.0
16.03,2017,1,11.0
16.02,2017,2,11.0
15.98,2017,3,11.0
15.99,2017,4,11.0
15.9,2017,5,11.0
15.79,2017,6,11.0
15.71,2017,7,11.0
15.78,2017,8,11.0
16.01,2017,9,11.0
16.14,2017,10,11.0
16.22,2017,11,11.0
16.35,2017,12,11.0
16.92,2018,1,11.0
17.53,2018,2,11.0
17.76,2018,3,11.0
17.86,2018,4,11.0
18.04,2018,5,11.0
18.3,2018,6,11.0
18.73,2018,7,11.0
19.25,2018,8,11.0
19.47,2018,9,11.0
19.66,2018,10,11.0
19.56,2018,11,11.0
19.23,2018,12,11.0
19.05,2019,1,11.0
19.62,2019,2,11.0
20.08,2019,3,11.0
19.88,2019,4,11.0
19.83,2019,5,11.0
19.64,2019,6,11.0
19.77,2019,7,11.0
19.7,2019,8,11.0
19.9,2019,9,11.0
19.81,2019,10,11.0
19.88,2019,11,11.0
20.03,2019,12,11.0
20.15,2020,1,11.0
20.01,2020,2,11.0
18.29,2020,3,11.0
15.74,2020,4,11.0
17.09,2020,5,11.0
18.49,2020,6,11.0
19.43,2020,7,11.0
19.52,2020,8,11.0
19.45,2020,9,11.0
19.36,2020,10,11.0
18.88,2020,11,11.0
19.1,2020,12,11.0
20.04,2021,1,11.0
20.76,2021,2,11.0
20.98,2021,3,11.0
21.16,2021,4,11.0
21.35,2021,5,11.0
21.47,2021,6,11.0
21.52,2021,7,11.0
21.6,2021,8,11.0
21.67,2021,9,11.0
21.7,2021,10,11.0
21.61,2021,11,11.0
21.79,2021,12,11.0
22.04,2022,1,11.0
22.19,2022,2,11.0
22.43,2022,3,11.0
22.41,2022,4,11.0
22.59,2022,5,11.0
22.71,2022,6,11.0
22.86,2022,7,11.0
22.87,2022,8,11.0
22.9,2022,9,11.0
23.12,2022,10,11.0
23.01,2022,11,11.0
22.92,2022,12,11.0
23.18,2023,1,11.0
23.3,2023,2,11.0
23.39,2023,3,11.0
23.36,2023,4,11.0
23.45,2023,5,11.0
23.39,2023,6,11.0
23.36,2023,7,11.0
23.6,2023,8,11.0
23.52,2023,9,11.0
23.57,2023,10,11.0
23.6,2023,11,11.0
23.54,2023,12,11.0
23.82,2024,1,11.0
24.32,2024,2,11.0
24.34,2024,3,11.0
24.57,2024,4,11.0
24.57,2024,5,11.0
24.68,2024,6,11.0
24.89,2024,7,11.0
25.0,2024,8,11.0
24.76,2024,9,11.0
24.93,2024,10,11.0
24.97,2024,11,11.0
24.94,2024,12,11.0
25.22,2025,1,11.0
25.16,2025,2,11.0
24.07,2025,3,11.0
23.92,2025,4,11.0
15.85,2017,1,12.0
15.89,2017,2,12.0
15.78,2017,3,12.0
15.81,2017,4,12.0
15.72,2017,5,12.0
15.61,2017,6,12.0
15.52,2017,7,12.0
15.59,2017,8,12.0
15.82,2017,9,12.0
15.94,2017,10,12.0
16.03,2017,11,12.0
16.1,2017,12,12.0
16.62,2018,1,12.0
17.22,2018,2,12.0
17.44,2018,3,12.0
17.51,2018,4,12.0
17.68,2018,5,12.0
17.9,2018,6,12.0
18.3,2018,7,12.0
18.85,2018,8,12.0
19.06,2018,9,12.0
19.23,2018,10,12.0
19.16,2018,11,12.0
18.82,2018,12,12.0
18.67,2019,1,12.0
19.17,2019,2,12.0
19.54,2019,3,12.0
19.37,2019,4,12.0
19.29,2019,5,12.0
19.12,2019,6,12.0
19.26,2019,7,12.0
19.04,2019,8,12.0
19.09,2019,9,12.0
18.96,2019,10,12.0
18.97,2019,11,12.0
19.09,2019,12,12.0
19.15,2020,1,12.0
19.0,2020,2,12.0
17.07,2020,3,12.0
14.31,2020,4,12.0
15.76,2020,5,12.0
17.28,2020,6,12.0
18.4,2020,7,12.0
18.34,2020,8,12.0
18.22,2020,9,12.0
17.99,2020,10,12.0
17.23,2020,11,12.0
17.58,2020,12,12.0
18.76,2021,1,12.0
19.66,2021,2,12.0
19.91,2021,3,12.0
19.83,2021,4,12.0
19.83,2021,5,12.0
19.86,2021,6,12.0
19.82,2021,7,12.0
19.88,2021,8,12.0
19.86,2021,9,12.0
19.78,2021,10,12.0
19.69,2021,11,12.0
19.94,2021,12,12.0
20.38,2022,1,12.0
20.53,2022,2,12.0
20.89,2022,3,12.0
21.05,2022,4,12.0
21.2,2022,5,12.0
21.23,2022,6,12.0
21.33,2022,7,12.0
21.38,2022,8,12.0
21.25,2022,9,12.0
21.51,2022,10,12.0
21.22,2022,11,12.0
20.96,2022,12,12.0
21.37,2023,1,12.0
21.37,2023,2,12.0
21.43,2023,3,12.0
21.54,2023,4,12.0
21.51,2023,5,12.0
21.55,2023,6,12.0
21.7,2023,7,12.0
21.84,2023,8,12.0
21.81,2023,9,12.0
21.76,2023,10,12.0
21.78,2023,11,12.0
21.73,2023,12,12.0
22.11,2024,1,12.0
22.97,2024,2,12.0
23.06,2024,3,12.0
23.19,2024,4,12.0
23.25,2024,5,12.0
23.41,2024,6,12.0
23.64,2024,7,12.0
23.83,2024,8,12.0
23.64,2024,9,12.0
23.73,2024,10,12.0
23.79,2024,11,12.0
23.78,2024,12,12.0
24.17,2025,1,12.0
24.03,2025,2,12.0
23.76,2025,3,12.0
23.68,2025,4,12.0
16.46,2017,1,13.0
16.44,2017,2,13.0
16.36,2017,3,13.0
16.36,2017,4,13.0
16.24,2017,5,13.0
16.12,2017,6,13.0
16.03,2017,7,13.0
16.09,2017,8,13.0
16.32,2017,9,13.0
16.44,2017,10,13.0
16.52,2017,11,13.0
16.67,2017,12,13.0
17.29,2018,1,13.0
18.09,2018,2,13.0
18.33,2018,3,13.0
18.42,2018,4,13.0
18.65,2018,5,13.0
18.94,2018,6,13.0
19.22,2018,7,13.0
19.63,2018,8,13.0
19.89,2018,9,13.0
20.14,2018,10,13.0
20.19,2018,11,13.0
19.95,2018,12,13.0
19.9,2019,1,13.0
20.31,2019,2,13.0
20.78,2019,3,13.0
20.66,2019,4,13.0
20.66,2019,5,13.0
20.52,2019,6,13.0
20.53,2019,7,13.0
20.38,2019,8,13.0
20.37,2019,9,13.0
20.35,2019,10,13.0
20.34,2019,11,13.0
20.47,2019,12,13.0
20.58,2020,1,13.0
20.43,2020,2,13.0
18.87,2020,3,13.0
16.02,2020,4,13.0
17.06,2020,5,13.0
18.37,2020,6,13.0
19.39,2020,7,13.0
19.35,2020,8,13.0
19.21,2020,9,13.0
19.04,2020,10,13.0
18.29,2020,11,13.0
18.44,2020,12,13.0
19.42,2021,1,13.0
20.21,2021,2,13.0
20.69,2021,3,13.0
20.73,2021,4,13.0
20.78,2021,5,13.0
20.78,2021,6,13.0
20.7,2021,7,13.0
20.61,2021,8,13.0
20.54,2021,9,13.0
20.45,2021,10,13.0
20.44,2021,11,13.0
20.78,2021,12,13.0
21.17,2022,1,13.0
21.35,2022,2,13.0
21.92,2022,3,13.0
22.13,2022,4,13.0
22.34,2022,5,13.0
22.59,2022,6,13.0
22.54,2022,7,13.0
22.52,2022,8,13.0
22.17,2022,9,13.0
22.41,2022,10,13.0
22.36,2022,11,13.0
22.08,2022,12,13.0
22.32,2023,1,13.0
22.39,2023,2,13.0
22.51,2023,3,13.0
22.63,2023,4,13.0
22.39,2023,5,13.0
22.45,2023,6,13.0
22.65,2023,7,13.0
22.89,2023,8,13.0
23.02,2023,9,13.0
22.97,2023,10,13.0
22.84,2023,11,13.0
22.69,2023,12,13.0
23.0,2024,1,13.0
23.76,2024,2,13.0
23.95,2024,3,13.0
24.16,2024,4,13.0
24.23,2024,5,13.0
24.43,2024,6,13.0
24.77,2024,7,13.0
24.8,2024,8,13.0
24.65,2024,9,13.0
24.49,2024,10,13.0
24.25,2024,11,13.0
24.17,2024,12,13.0
24.69,2025,1,13.0
24.54,2025,2,13.0
24.04,2025,3,13.0
23.93,2025,4,13.0
16.22,2017,1,14.0
16.22,2017,2,14.0
16.14,2017,3,14.0
16.16,2017,4,14.0
16.07,2017,5,14.0
15.97,2017,6,14.0
15.89,2017,7,14.0
15.97,2017,8,14.0
16.19,2017,9,14.0
16.32,2017,10,14.0
16.4,2017,11,14.0
16.56,2017,12,14.0
17.19,2018,1,14.0
17.9,2018,2,14.0
18.11,2018,3,14.0
18.2,2018,4,14.0
18.36,2018,5,14.0
18.6,2018,6,14.0
19.03,2018,7,14.0
19.56,2018,8,14.0
19.76,2018,9,14.0
19.96,2018,10,14.0
19.91,2018,11,14.0
19.61,2018,12,14.0
19.54,2019,1,14.0
20.32,2019,2,14.0
20.68,2019,3,14.0
20.29,2019,4,14.0
20.06,2019,5,14.0
19.85,2019,6,14.0
19.93,2019,7,14.0
19.89,2019,8,14.0
19.96,2019,9,14.0
19.87,2019,10,14.0
19.95,2019,11,14.0
20.06,2019,12,14.0
20.14,2020,1,14.0
20.02,2020,2,14.0
17.92,2020,3,14.0
15.39,2020,4,14.0
16.97,2020,5,14.0
18.4,2020,6,14.0
19.21,2020,7,14.0
19.12,2020,8,14.0
19.01,2020,9,14.0
18.87,2020,10,14.0
18.15,2020,11,14.0
18.46,2020,12,14.0
19.63,2021,1,14.0
20.4,2021,2,14.0
20.58,2021,3,14.0
20.64,2021,4,14.0
20.73,2021,5,14.0
20.84,2021,6,14.0
20.81,2021,7,14.0
20.8,2021,8,14.0
20.76,2021,9,14.0
20.8,2021,10,14.0
20.65,2021,11,14.0
20.93,2021,12,14.0
21.22,2022,1,14.0
21.45,2022,2,14.0
21.73,2022,3,14.0
21.81,2022,4,14.0
21.78,2022,5,14.0
21.97,2022,6,14.0
22.14,2022,7,14.0
22.21,2022,8,14.0
22.13,2022,9,14.0
22.32,2022,10,14.0
22.14,2022,11,14.0
22.03,2022,12,14.0
22.41,2023,1,14.0
22.46,2023,2,14.0
22.48,2023,3,14.0
22.5,2023,4,14.0
22.53,2023,5,14.0
22.58,2023,6,14.0
22.75,2023,7,14.0
22.83,2023,8,14.0
22.78,2023,9,14.0
22.82,2023,10,14.0
22.83,2023,11,14.0
22.74,2023,12,14.0
23.05,2024,1,14.0
23.94,2024,2,14.0
24.05,2024,3,14.0
24.15,2024,4,14.0
24.16,2024,5,14.0
24.33,2024,6,14.0
24.59,2024,7,14.0
24.79,2024,8,14.0
24.64,2024,9,14.0
24.73,2024,10,14.0
24.82,2024,11,14.0
24.86,2024,12,14.0
25.12,2025,1,14.0
25.02,2025,2,14.0
24.07,2025,3,14.0
23.93,2025,4,14.0
15.91,2017,1,15.0
15.88,2017,2,15.0
15.81,2017,3,15.0
15.84,2017,4,15.0
15.75,2017,5,15.0
15.65,2017,6,15.0
15.56,2017,7,15.0
15.63,2017,8,15.0
15.85,2017,9,15.0
15.98,2017,10,15.0
16.07,2017,11,15.0
16.18,2017,12,15.0
16.78,2018,1,15.0
17.43,2018,2,15.0
17.66,2018,3,15.0
17.75,2018,4,15.0
17.92,2018,5,15.0
18.16,2018,6,15.0
18.56,2018,7,15.0
19.12,2018,8,15.0
19.34,2018,9,15.0
19.53,2018,10,15.0
19.51,2018,11,15.0
19.29,2018,12,15.0
19.08,2019,1,15.0
19.44,2019,2,15.0
19.82,2019,3,15.0
19.71,2019,4,15.0
19.65,2019,5,15.0
19.51,2019,6,15.0
19.55,2019,7,15.0
19.44,2019,8,15.0
19.44,2019,9,15.0
19.34,2019,10,15.0
19.32,2019,11,15.0
19.47,2019,12,15.0
19.59,2020,1,15.0
19.54,2020,2,15.0
17.96,2020,3,15.0
14.86,2020,4,15.0
16.18,2020,5,15.0
17.65,2020,6,15.0
18.61,2020,7,15.0
18.58,2020,8,15.0
18.48,2020,9,15.0
18.28,2020,10,15.0
17.57,2020,11,15.0
17.82,2020,12,15.0
18.96,2021,1,15.0
19.81,2021,2,15.0
20.01,2021,3,15.0
19.97,2021,4,15.0
19.97,2021,5,15.0
20.03,2021,6,15.0
20.2,2021,7,15.0
20.26,2021,8,15.0
20.15,2021,9,15.0
20.08,2021,10,15.0
19.97,2021,11,15.0
20.19,2021,12,15.0
20.56,2022,1,15.0
20.76,2022,2,15.0
21.09,2022,3,15.0
21.18,2022,4,15.0
21.23,2022,5,15.0
21.28,2022,6,15.0
21.42,2022,7,15.0
21.47,2022,8,15.0
21.36,2022,9,15.0
21.58,2022,10,15.0
21.4,2022,11,15.0
21.19,2022,12,15.0
21.49,2023,1,15.0
21.54,2023,2,15.0
21.63,2023,3,15.0
21.8,2023,4,15.0
21.81,2023,5,15.0
21.91,2023,6,15.0
21.98,2023,7,15.0
22.14,2023,8,15.0
22.1,2023,9,15.0
22.07,2023,10,15.0
22.11,2023,11,15.0
22.02,2023,12,15.0
22.33,2024,1,15.0
23.21,2024,2,15.0
23.34,2024,3,15.0
23.4,2024,4,15.0
23.48,2024,5,15.0
23.56,2024,6,15.0
23.84,2024,7,15.0
23.98,2024,8,15.0
23.82,2024,9,15.0
23.89,2024,10,15.0
23.95,2024,11,15.0
23.99,2024,12,15.0
24.32,2025,1,15.0
24.23,2025,2,15.0
23.85,2025,3,15.0
23.83,2025,4,15.0
16.16,2017,1,16.0
16.13,2017,2,16.0
16.05,2017,3,16.0
16.06,2017,4,16.0
15.94,2017,5,16.0
15.83,2017,6,16.0
15.74,2017,7,16.0
15.8,2017,8,16.0
16.03,2017,9,16.0
16.15,2017,10,16.0
16.23,2017,11,16.0
16.35,2017,12,16.0
16.91,2018,1,16.0
17.62,2018,2,16.0
17.86,2018,3,16.0
17.96,2018,4,16.0
18.18,2018,5,16.0
18.45,2018,6,16.0
18.75,2018,7,16.0
19.15,2018,8,16.0
19.38,2018,9,16.0
19.6,2018,10,16.0
19.59,2018,11,16.0
19.39,2018,12,16.0
19.39,2019,1,16.0
19.76,2019,2,16.0
20.3,2019,3,16.0
20.21,2019,4,16.0
20.16,2019,5,16.0
19.98,2019,6,16.0
20.0,2019,7,16.0
19.84,2019,8,16.0
19.83,2019,9,16.0
19.75,2019,10,16.0
19.77,2019,11,16.0
19.93,2019,12,16.0
20.03,2020,1,16.0
19.89,2020,2,16.0
18.14,2020,3,16.0
14.95,2020,4,16.0
16.35,2020,5,16.0
17.76,2020,6,16.0
18.78,2020,7,16.0
18.74,2020,8,16.0
18.58,2020,9,16.0
18.37,2020,10,16.0
17.58,2020,11,16.0
17.83,2020,12,16.0
18.97,2021,1,16.0
19.92,2021,2,16.0
20.26,2021,3,16.0
20.21,2021,4,16.0
20.28,2021,5,16.0
20.32,2021,6,16.0
20.22,2021,7,16.0
20.22,2021,8,16.0
20.15,2021,9,16.0
20.01,2021,10,16.0
19.97,2021,11,16.0
20.3,2021,12,16.0
20.65,2022,1,16.0
20.81,2022,2,16.0
21.31,2022,3,16.0
21.47,2022,4,16.0
21.7,2022,5,16.0
21.91,2022,6,16.0
21.87,2022,7,16.0
21.88,2022,8,16.0
21.59,2022,9,16.0
21.81,2022,10,16.0
21.75,2022,11,16.0
21.51,2022,12,16.0
21.72,2023,1,16.0
21.74,2023,2,16.0
21.89,2023,3,16.0
22.11,2023,4,16.0
21.93,2023,5,16.0
21.94,2023,6,16.0
22.0,2023,7,16.0
22.11,2023,8,16.0
22.3,2023,9,16.0
22.23,2023,10,16.0
22.09,2023,11,16.0
21.93,2023,12,16.0
22.08,2024,1,16.0
22.78,2024,2,16.0
22.92,2024,3,16.0
23.14,2024,4,16.0
23.39,2024,5,16.0
23.44,2024,6,16.0
23.7,2024,7,16.0
23.85,2024,8,16.0
23.65,2024,9,16.0
23.61,2024,10,16.0
23.56,2024,11,16.0
23.64,2024,12,16.0
24.11,2025,1,16.0
24.01,2025,2,16.0
23.76,2025,3,16.0
23.71,2025,4,16.0
16.31,2017,1,18.0
16.29,2017,2,18.0
16.23,2017,3,18.0
16.25,2017,4,18.0
16.16,2017,5,18.0
16.07,2017,6,18.0
15.99,2017,7,18.0
16.06,2017,8,18.0
16.28,2017,9,18.0
16.4,2017,10,18.0
16.49,2017,11,18.0
16.71,2017,12,18.0
17.3,2018,1,18.0
17.95,2018,2,18.0
18.19,2018,3,18.0
18.3,2018,4,18.0
18.47,2018,5,18.0
18.69,2018,6,18.0
19.11,2018,7,18.0
19.65,2018,8,18.0
19.89,2018,9,18.0
20.09,2018,10,18.0
20.13,2018,11,18.0
19.98,2018,12,18.0
19.94,2019,1,18.0
20.33,2019,2,18.0
20.79,2019,3,18.0
20.69,2019,4,18.0
20.59,2019,5,18.0
20.36,2019,6,18.0
20.27,2019,7,18.0
20.16,2019,8,18.0
20.25,2019,9,18.0
20.14,2019,10,18.0
20.16,2019,11,18.0
20.29,2019,12,18.0
20.25,2020,1,18.0
20.26,2020,2,18.0
19.2,2020,3,18.0
16.48,2020,4,18.0
17.34,2020,5,18.0
18.63,2020,6,18.0
19.38,2020,7,18.0
19.3,2020,8,18.0
19.24,2020,9,18.0
19.0,2020,10,18.0
18.31,2020,11,18.0
18.51,2020,12,18.0
19.52,2021,1,18.0
20.25,2021,2,18.0
20.53,2021,3,18.0
20.68,2021,4,18.0
20.79,2021,5,18.0
20.79,2021,6,18.0
20.86,2021,7,18.0
20.86,2021,8,18.0
20.78,2021,9,18.0
20.69,2021,10,18.0
20.57,2021,11,18.0
20.79,2021,12,18.0
21.3,2022,1,18.0
21.47,2022,2,18.0
21.79,2022,3,18.0
22.02,2022,4,18.0
22.05,2022,5,18.0
22.17,2022,6,18.0
22.38,2022,7,18.0
22.55,2022,8,18.0
22.38,2022,9,18.0
22.41,2022,10,18.0
22.24,2022,11,18.0
22.06,2022,12,18.0
22.5,2023,1,18.0
22.65,2023,2,18.0
22.61,2023,3,18.0
22.97,2023,4,18.0
22.42,2023,5,18.0
22.32,2023,6,18.0
22.84,2023,7,18.0
23.01,2023,8,18.0
22.99,2023,9,18.0
23.1,2023,10,18.0
23.1,2023,11,18.0
22.53,2023,12,18.0
23.24,2024,1,18.0
23.87,2024,2,18.0
24.41,2024,3,18.0
24.62,2024,4,18.0
24.5,2024,5,18.0
24.61,2024,6,18.0
25.03,2024,7,18.0
25.03,2024,8,18.0
24.67,2024,9,18.0
24.83,2024,10,18.0
25.11,2024,11,18.0
25.17,2024,12,18.0
25.55,2025,1,18.0
25.36,2025,2,18.0
24.21,2025,3,18.0
24.02,2025,4,18.0
16.28,2017,1,19.0
16.26,2017,2,19.0
16.18,2017,3,19.0
16.18,2017,4,19.0
16.06,2017,5,19.0
15.93,2017,6,19.0
15.88,2017,7,19.0
16.0,2017,8,19.0
16.25,2017,9,19.0
16.42,2017,10,19.0
16.56,2017,11,19.0
16.72,2017,12,19.0
17.16,2018,1,19.0
17.72,2018,2,19.0
17.93,2018,3,19.0
18.0,2018,4,19.0
18.23,2018,5,19.0
18.56,2018,6,19.0
18.87,2018,7,19.0
19.39,2018,8,19.0
19.66,2018,9,19.0
19.85,2018,10,19.0
19.78,2018,11,19.0
19.34,2018,12,19.0
19.07,2019,1,19.0
19.48,2019,2,19.0
20.23,2019,3,19.0
19.81,2019,4,19.0
19.92,2019,5,19.0
19.65,2019,6,19.0
19.77,2019,7,19.0
19.73,2019,8,19.0
19.86,2019,9,19.0
19.82,2019,10,19.0
19.81,2019,11,19.0
19.88,2019,12,19.0
19.98,2020,1,19.0
19.92,2020,2,19.0
18.3,2020,3,19.0
15.91,2020,4,19.0
16.61,2020,5,19.0
17.69,2020,6,19.0
18.8,2020,7,19.0
19.02,2020,8,19.0
19.07,2020,9,19.0
19.02,2020,10,19.0
18.53,2020,11,19.0
18.71,2020,12,19.0
19.51,2021,1,19.0
20.21,2021,2,19.0
20.83,2021,3,19.0
21.07,2021,4,19.0
21.2,2021,5,19.0
21.3,2021,6,19.0
21.38,2021,7,19.0
21.27,2021,8,19.0
21.06,2021,9,19.0
21.09,2021,10,19.0
21.08,2021,11,19.0
21.15,2021,12,19.0
21.57,2022,1,19.0
21.96,2022,2,19.0
22.39,2022,3,19.0
22.65,2022,4,19.0
22.85,2022,5,19.0
23.09,2022,6,19.0
22.86,2022,7,19.0
22.96,2022,8,19.0
22.74,2022,9,19.0
22.98,2022,10,19.0
23.11,2022,11,19.0
22.73,2022,12,19.0
22.93,2023,1,19.0
23.17,2023,2,19.0
23.33,2023,3,19.0
23.6,2023,4,19.0
23.46,2023,5,19.0
23.19,2023,6,19.0
23.33,2023,7,19.0
23.47,2023,8,19.0
23.44,2023,9,19.0
23.36,2023,10,19.0
23.04,2023,11,19.0
23.23,2023,12,19.0
23.23,2024,1,19.0
23.99,2024,2,19.0
24.08,2024,3,19.0
24.36,2024,4,19.0
24.54,2024,5,19.0
24.73,2024,6,19.0
24.98,2024,7,19.0
25.16,2024,8,19.0
24.88,2024,9,19.0
24.59,2024,10,19.0
24.53,2024,11,19.0
24.59,2024,12,19.0
24.74,2025,1,19.0
24.66,2025,2,19.0
24.17,2025,3,19.0
23.91,2025,4,19.0
15.86,2017,1,20.0
15.86,2017,2,20.0
15.77,2017,3,20.0
15.79,2017,4,20.0
15.7,2017,5,20.0
15.6,2017,6,20.0
15.51,2017,7,20.0
15.59,2017,8,20.0
15.81,2017,9,20.0
15.93,2017,10,20.0
16.01,2017,11,20.0
16.18,2017,12,20.0
16.78,2018,1,20.0
17.38,2018,2,20.0
17.64,2018,3,20.0
17.75,2018,4,20.0
17.91,2018,5,20.0
18.15,2018,6,20.0
18.54,2018,7,20.0
19.09,2018,8,20.0
19.32,2018,9,20.0
19.52,2018,10,20.0
19.51,2018,11,20.0
19.26,2018,12,20.0
19.06,2019,1,20.0
19.55,2019,2,20.0
20.1,2019,3,20.0
20.12,2019,4,20.0
20.11,2019,5,20.0
19.98,2019,6,20.0
20.1,2019,7,20.0
20.06,2019,8,20.0
20.14,2019,9,20.0
20.1,2019,10,20.0
20.08,2019,11,20.0
20.15,2019,12,20.0
20.14,2020,1,20.0
20.13,2020,2,20.0
18.53,2020,3,20.0
16.17,2020,4,20.0
17.11,2020,5,20.0
18.41,2020,6,20.0
19.33,2020,7,20.0
19.37,2020,8,20.0
19.34,2020,9,20.0
19.3,2020,10,20.0
18.86,2020,11,20.0
19.14,2020,12,20.0
20.08,2021,1,20.0
20.8,2021,2,20.0
21.01,2021,3,20.0
21.05,2021,4,20.0
21.09,2021,5,20.0
21.17,2021,6,20.0
21.31,2021,7,20.0
21.39,2021,8,20.0
21.35,2021,9,20.0
21.28,2021,10,20.0
21.15,2021,11,20.0
21.25,2021,12,20.0
21.64,2022,1,20.0
21.71,2022,2,20.0
22.03,2022,3,20.0
22.13,2022,4,20.0
22.21,2022,5,20.0
22.25,2022,6,20.0
22.39,2022,7,20.0
22.5,2022,8,20.0
22.5,2022,9,20.0
22.67,2022,10,20.0
22.62,2022,11,20.0
22.5,2022,12,20.0
22.78,2023,1,20.0
22.89,2023,2,20.0
22.82,2023,3,20.0
22.9,2023,4,20.0
22.94,2023,5,20.0
22.93,2023,6,20.0
22.99,2023,7,20.0
23.14,2023,8,20.0
23.22,2023,9,20.0
23.26,2023,10,20.0
23.35,2023,11,20.0
23.37,2023,12,20.0
23.42,2024,1,20.0
23.86,2024,2,20.0
24.1,2024,3,20.0
24.27,2024,4,20.0
24.33,2024,5,20.0
24.42,2024,6,20.0
24.6,2024,7,20.0
24.8,2024,8,20.0
24.78,2024,9,20.0
24.79,2024,10,20.0
24.85,2024,11,20.0
24.95,2024,12,20.0
25.13,2025,1,20.0
25.07,2025,2,20.0
24.17,2025,3,20.0
24.06,2025,4,20.0
15.86,2017,1,21.0
15.86,2017,2,21.0
15.77,2017,3,21.0
15.79,2017,4,21.0
15.69,2017,5,21.0
15.58,2017,6,21.0
15.5,2017,7,21.0
15.57,2017,8,21.0
15.79,2017,9,21.0
15.91,2017,10,21.0
15.99,2017,11,21.0
16.11,2017,12,21.0
16.66,2018,1,21.0
17.35,2018,2,21.0
17.58,2018,3,21.0
17.67,2018,4,21.0
17.82,2018,5,21.0
18.03,2018,6,21.0
18.42,2018,7,21.0
18.96,2018,8,21.0
19.21,2018,9,21.0
19.41,2018,10,21.0
19.41,2018,11,21.0
19.16,2018,12,21.0
18.85,2019,1,21.0
19.07,2019,2,21.0
19.59,2019,3,21.0
19.37,2019,4,21.0
19.26,2019,5,21.0
19.16,2019,6,21.0
19.25,2019,7,21.0
19.18,2019,8,21.0
19.28,2019,9,21.0
19.27,2019,10,21.0
19.28,2019,11,21.0
19.36,2019,12,21.0
19.43,2020,1,21.0
19.34,2020,2,21.0
17.64,2020,3,21.0
14.6,2020,4,21.0
15.86,2020,5,21.0
17.33,2020,6,21.0
18.34,2020,7,21.0
18.25,2020,8,21.0
18.11,2020,9,21.0
